Appointment_ID,Orders,MDL_No (from Orders),Order No.,Last Name,First Name,First_Last_Calculated,Firm,Attorney,Canonical_Name (from Attorney),Appoint,Remove,Interim,Appointment Types,Appointee Type,Plaintiff/Defendant
1431-16-155,1431-16,1431,1431-16,Sipkins,Peter,Peter Sipkins,DORSEY & WHITNEY,95-Peter W. Sipkins,Peter W. Sipkins,checked,,,LocalCounsel,Individual,Defendant
1431-16-156,1431-16,1431,1431-16,Hoeflich,Adam,Adam Hoeflich,BARLET BECK HERMAN PALENCHAR & SCOTT,96-Adam L. Hoeflich,Adam L. Hoeflich,checked,,,LocalCounsel,Individual,Defendant
1431-16-157,1431-16,1431,1431-16,Weber,Susan,Susan Weber,SIDLEY AUSTIN BROWN & WOOD,97-Susan A. Weber,Susan A. Weber,checked,,,LocalCounsel,Individual,Defendant
1431-16-158,1431-16,1431,1431-16,Sipkins,Peter,Peter Sipkins,DORSEY & WHITNEY,95-Peter W. Sipkins,Peter W. Sipkins,checked,,,LocalCounsel,Individual,Defendant
1431-16-159,1431-16,1431,1431-16,Magaziner,Fred,Fred Magaziner,DECHERT,98-Fred T. Magaziner,Fred T. Magaziner,checked,,,"LeadCounsel,Communications",Individual,Defendant
1431-16-160,1431-16,1431,1431-16,Limbacher,Robert,Robert Limbacher,DECHERT,99-Robert A. Limbacher,Robert A. Limbacher,checked,,,"LeadCounsel,LocalCounsel",Individual,Defendant
1431-16-161,1431-16,1431,1431-16,Freiwald,Hope,Hope Freiwald,DECHERT,100-Hope S. Freiwald,Hope S. Freiwald,checked,,,"LeadCounsel,LocalCounsel",Individual,Defendant
1431-16-162,1431-16,1431,1431-16,Van Steenburgh,Tracy,Tracy Van Steenburgh,"HALLELAND LEWIS NILAN SIPKINS & JOHNSON, P.A.",65-Tracy J. Van Steenburgh,Tracy J. Van Steenburgh,checked,,,"LeadCounsel,LocalCounsel",Individual,Defendant
1431-16-163,1431-16,1431,1431-16,Smith,Scott,Scott Smith,"HALLELAND LEWIS NILAN SIPKINS & JOHNSON, P.A.",64-Scott A. Smith,Scott A. Smith,checked,,,"LeadCounsel,LocalCounsel",Individual,Defendant
1663-118-164,1663-118,1663,1663-118,,, ,Milberg Weiss Bershad & Schulman LLP,,,checked,,,LeadCounsel,Firm,Plaintiff
1663-118-165,1663-118,1663,1663-118,,, ,Miller Faucher & Cafferty LLP,,,checked,,,LeadCounsel,Firm,Plaintiff
1663-118-166,1663-118,1663,1663-118,,, ,"Levin, Fishbein, Sedran & Berman and Foote, Meyers, Mielke, Flowers LLC",,,checked,,,Management,Firm,Plaintiff
1964-24-167,1964-24,1964,1964-24,Kraft,Kristine,Kristine Kraft,,101-Kristine K. Kraft,Kristine K. Kraft,checked,,,"Communications,Management",Individual,Plaintiff
1964-24-168,1964-24,1964,1964-24,Rheingold,Paul,Paul Rheingold,,102-Paul D. Rheingold,Paul D. Rheingold,checked,,,"LeadCounsel,Communications",Individual,Plaintiff
1964-24-169,1964-24,1964,1964-24,Blau,Steven,Steven Blau,,103-Steven B. Blau,Steven B. Blau,checked,,,"LeadCounsel,Management",Individual,Plaintiff
1964-24-170,1964-24,1964,1964-24,Alvarez,Alejandro,Alejandro Alvarez,,104-Alejandro R. Alvarez,Alejandro R. Alvarez,checked,,,Management,Individual,Plaintiff
1964-24-171,1964-24,1964,1964-24,Scott,Carmen,Carmen Scott,,105-Carmen S. Scott,Carmen S. Scott,checked,,,Management,Individual,Plaintiff
1964-24-172,1964-24,1964,1964-24,Klok,Rhett,Rhett Klok,,106-Rhett D. Klok,Rhett D. Klok,checked,,,Management,Individual,Plaintiff
1964-24-173,1964-24,1964,1964-24,Hamil,Jubal,Jubal Hamil,,107-Jubal L. Hamil,Jubal L. Hamil,checked,,,Management,Individual,Plaintiff
1964-24-174,1964-24,1964,1964-24,D’Arcy,Andrew,Andrew D’Arcy,,108-Andrew J. D'Arcy,Andrew J. D'Arcy,checked,,,Management,Individual,Plaintiff
1964-220-175,1964-220,1964,1964-220,McEwen,Gregory,Gregory McEwen,,109-Gregory N. McEwen,Gregory N. McEwen,checked,,,Management,Individual,Plaintiff
1964-721-176,1964-721,1964,1964-721,Shkolnik,Hunter,Hunter Shkolnik,,110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,LeadCounsel,Individual,Plaintiff
1964-721-177,1964-721,1964,1964-721,Roberson,Eric,Eric Roberson,,111-Eric N. Roberson,Eric N. Roberson,checked,,,Management,Individual,Plaintiff
1964-721-178,1964-721,1964,1964-721,Flaherty,Yvonne,Yvonne Flaherty,,112-Yvonne M. Flaherty,Yvonne M. Flaherty,checked,,,Management,Individual,Plaintiff
1964-721-179,1964-721,1964,1964-721,Klok,Rhett,Rhett Klok,,106-Rhett D. Klok,Rhett D. Klok,,checked,,Management,Individual,Plaintiff
1964-817-180,1964-817,1964,1964-817,Arsenault,Richard,Richard Arsenault,,113-Richard J. Arsenault,Richard J. Arsenault,checked,,,Management,Individual,Plaintiff
1964-872-181,1964-872,1964,1964-872,Johnson,Michael,Michael Johnson,,114-Michael Johnson,Michael Johnson,checked,,,Management,Individual,Plaintiff
1964-875-182,1964-875,1964,1964-875,Tate,Mark,Mark Tate,,115-Mark A. Tate,Mark A. Tate,checked,,,Management,Individual,Plaintiff
1964-1128-183,1964-1128,1964,1964-1128,Denton,Roger,Roger Denton,,116-Roger C. Denton,Roger C. Denton,checked,,,Management,Individual,Plaintiff
1964-1128-184,1964-1128,1964,1964-1128,Kraft,Kristine,Kristine Kraft,,101-Kristine K. Kraft,Kristine K. Kraft,checked,,,"Management,Communications",Individual,Plaintiff
1964-1128-185,1964-1128,1964,1964-1128,Shkolnik,Hunter,Hunter Shkolnik,,110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,Management,Individual,Plaintiff
1964-1128-186,1964-1128,1964,1964-1128,Rheingold,Paul,Paul Rheingold,,102-Paul D. Rheingold,Paul D. Rheingold,,checked,,LeadCounsel,Individual,Plaintiff
1964-1128-187,1964-1128,1964,1964-1128,Blau,Steven,Steven Blau,,103-Steven B. Blau,Steven B. Blau,,checked,,"LeadCounsel,Management",Individual,Plaintiff
1964-1183-188,1964-1183,1964,1964-1183,Kirtley,John,John Kirtley,,117-John T. Kirtley III,John T. Kirtley III,checked,,,Management,Individual,Plaintiff
1964-1183-189,1964-1183,1964,1964-1183,Roberson,Eric,Eric Roberson,,111-Eric N. Roberson,Eric N. Roberson,,checked,,Management,Individual,Plaintiff
1964-1681-190,1964-1681,1964,1964-1681,Shkolnik,Hunter,Hunter Shkolnik,"Napoli Bern Ripka Shkolnik & Associates, LLP",110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,"Settlement,SettlementAdministration",Individual,Plaintiff
1964-1681-191,1964-1681,1964,1964-1681,Kraft,Kristine,Kristine Kraft,"Schlichter, Bogard & Denton, LLP",101-Kristine K. Kraft,Kristine K. Kraft,checked,,,"Settlement,SettlementAdministration",Individual,Plaintiff
1964-1681-192,1964-1681,1964,1964-1681,Denton,Roger,Roger Denton,"Schlichter, Bogard & Denton, LLP",116-Roger C. Denton,Roger C. Denton,checked,,,"Settlement,SettlementAdministration",Individual,Plaintiff
2047-21-193,2047-21,2047,2047-21,Herman,Russ,Russ Herman,,118-Russ M. Herman,Russ M. Herman,checked,,,Communications,Individual,Plaintiff
2047-24-194,2047-24,2047,2047-24,Herman,Russ,Russ Herman,"Herman, Herman, Katz & Cotlar, LLP",118-Russ M. Herman,Russ M. Herman,checked,,,Communications,Individual,Plaintiff
2047-24-195,2047-24,2047,2047-24,Miller,Kerry,Kerry Miller,Frilot L.L.C.,119-Kerry J. Miller,Kerry J. Miller,checked,,,Communications,Individual,Defendant
2047-144-196,2047-144,2047,2047-144,Barrios,Dawn,Dawn Barrios,,120-Dawn M. Barrios,Dawn M. Barrios,checked,,,Management,Individual,Plaintiff
2047-144-197,2047-144,2047,2047-144,Becnel,Daniel,Daniel Becnel,,121-Daniel E. Becnel Jr.,Daniel E. Becnel Jr.,checked,,,Management,Individual,Plaintiff
2047-144-198,2047-144,2047,2047-144,Diaz,Victor,Victor Diaz,,122-Victor M. Diaz Jr,Victor M. Diaz Jr,checked,,,Management,Individual,Plaintiff
2047-144-199,2047-144,2047,2047-144,Gonzalez,Ervin,Ervin Gonzalez,,123-Ervin A. Gonzalez,Ervin A. Gonzalez,checked,,,Management,Individual,Plaintiff
2047-144-200,2047-144,2047,2047-144,Gordon,Ben,Ben Gordon,,124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,Management,Individual,Plaintiff
2047-144-201,2047-144,2047,2047-144,Lambert,Hugh,Hugh Lambert,,125-Hugh P. Lambert,Hugh P. Lambert,checked,,,Management,Individual,Plaintiff
2047-144-202,2047-144,2047,2047-144,Levin,Arnold,Arnold Levin,,126-Arnold Levin,Arnold Levin,checked,,,Management,Individual,Plaintiff
2047-144-203,2047-144,2047,2047-144,Meunier,Gerald,Gerald Meunier,,127-Gerald E. Meunier,Gerald E. Meunier,checked,,,Management,Individual,Plaintiff
2047-144-204,2047-144,2047,2047-144,Parker,Jerrold,Jerrold Parker,,128-Jerrold S. Parker,Jerrold S. Parker,checked,,,Management,Individual,Plaintiff
2047-144-205,2047-144,2047,2047-144,Reeves,James,James Reeves,,129-James R. Reeves,James R. Reeves,checked,,,Management,Individual,Plaintiff
2047-144-206,2047-144,2047,2047-144,Seeger,Christopher,Christopher Seeger,,130-Christopher A. Seeger,Christopher A. Seeger,checked,,,Management,Individual,Plaintiff
2047-144-207,2047-144,2047,2047-144,Steckler,Bruce,Bruce Steckler,,131-Bruce W. Steckler,Bruce W. Steckler,checked,,,Management,Individual,Plaintiff
2047-144-208,2047-144,2047,2047-144,Weinstein,Scott,Scott Weinstein,,132-Scott W. Weinstein,Scott W. Weinstein,checked,,,Management,Individual,Plaintiff
2047-1870-209,2047-1870,2047,2047-1870,Fitzsimmons,Robert,Robert Fitzsimmons,Kirk & Caldwell,133-Robert V. Fitzsimmons,Robert V. Fitzsimmons,checked,,,LeadCounsel,Individual,Plaintiff
2047-1871-210,2047-1871,2047,2047-1871,Alters,Jeremy,Jeremy Alters,"Alters, Boldt, Brown, Rash & Culmo",134-Jeremy W. Alters,Jeremy W. Alters,checked,,,Coordination,Individual,Plaintiff
2047-1871-211,2047-1871,2047,2047-1871,Barrios,Dawn,Dawn Barrios,"Barrios, Kindsdorf, Casteix, LLP",120-Dawn M. Barrios,Dawn M. Barrios,checked,,,Coordination,Individual,Plaintiff
2047-1871-212,2047-1871,2047,2047-1871,Gonzalez,Ervin,Ervin Gonzalez,"Colson, Hicks, Eidson",123-Ervin A. Gonzalez,Ervin A. Gonzalez,checked,,,Coordination,Individual,Plaintiff
2047-1871-213,2047-1871,2047,2047-1871,Reeves,James,James Reeves,"Lumpkin & Reeves, PLLC",129-James R. Reeves,James R. Reeves,checked,,,Coordination,Individual,Plaintiff
2047-1871-214,2047-1871,2047,2047-1871,Serpe,Richard,Richard Serpe,"Law Offices of Richard J. Serpe, P.C.",135-Richard J. Serpe,Richard J. Serpe,checked,,,Coordination,Individual,Plaintiff
2047-1871-215,2047-1871,2047,2047-1871,Weinstein,Scott,Scott Weinstein,Morgan & Morgan,132-Scott W. Weinstein,Scott W. Weinstein,checked,,,Coordination,Individual,Plaintiff
2047-1871-216,2047-1871,2047,2047-1871,Atlas,Jan,Jan Atlas,"Adorno & Yoss, LLP",136-Jan D. Atlas,Jan D. Atlas,checked,,,Coordination,Individual,Defendant
2047-1871-217,2047-1871,2047,2047-1871,Backman,Jeffrey,Jeffrey Backman,"Adorno & Yoss, LLP",137-Jeffrey A. Backman,Jeffrey A. Backman,checked,,,Coordination,Individual,Defendant
2047-1871-218,2047-1871,2047,2047-1871,Duplantier,Richard,Richard Duplantier,"Galloway, Johnson, Tompkins, Burr & Smith",138-Richard G. Duplantier,Richard G. Duplantier,checked,,,Coordination,Individual,Defendant
2047-1871-219,2047-1871,2047,2047-1871,Hayden,Donald,Donald Hayden,"Baker & McKenzie, LLP",139-Donald J. Hayden,Donald J. Hayden,checked,,,Coordination,Individual,Defendant
2047-1871-220,2047-1871,2047,2047-1871,Bass,Hilarie,Hilarie Bass,Greenberg Traurig,140-Hilarie Bass,Hilarie Bass,checked,,,Coordination,Individual,Defendant
2047-5144-221,2047-5144,2047,2047-5144,Duplantier,Richard,Richard Duplantier,"Galloway, Johnson, Tompkins, Burr & Smith",138-Richard G. Duplantier,Richard G. Duplantier,checked,,,Management,Individual,Defendant
2047-5538-222,2047-5538,2047,2047-5538,Berry,Stephen,Stephen Berry,McKenna Long & Aldridge LLP,141-John S. Berry,John S. Berry,checked,,,Management,Individual,Plaintiff
2047-5538-223,2047-5538,2047,2047-5538,Evans,Randy,Randy Evans,McKenna Long & Aldridge LLP,142-James R. Evans,James R. Evans,checked,,,Management,Individual,Plaintiff
2047-5538-224,2047-5538,2047,2047-5538,Culotta,John,John Culotta,"Hailey McNamara Hall Larmann & Papale, L.L.P.",143-John T. Culotta,John T. Culotta,checked,,,Management,Individual,Defendant
2047-5538-225,2047-5538,2047,2047-5538,Garcia,Rodrigo,Rodrigo Garcia,"Thompson Coe Cousins & Irons, LLP",144-Rodrigo D. Garcia,Rodrigo D. Garcia,checked,,,Management,Individual,Defendant
2047-5538-226,2047-5538,2047,2047-5538,Marcellino,Stephen,Stephen Marcellino,Wilson Elser Moskowitz Edelman & Dicker LLP,145-Stephen M. Marcellino,Stephen M. Marcellino,checked,,,Management,Individual,Plaintiff
2047-5538-227,2047-5538,2047,2047-5538,Oelsnar,Richard,Richard Oelsnar,Wilson Elser Moskowitz Edelman & Dicker LLP,146-Richard S. Oelsnar,Richard S. Oelsnar,checked,,,Management,Individual,Plaintiff
2047-5538-228,2047-5538,2047,2047-5538,Saporito,Jerry,Jerry Saporito,Leake & Andersson,147-Jerry L. Saporito,Jerry L. Saporito,checked,,,Management,Individual,Plaintiff
2047-5538-229,2047-5538,2047,2047-5538,Vonderhaar,Amanda,Amanda Vonderhaar,Leake & Andersson,148-Amanda W. Vonderhaar,Amanda W. Vonderhaar,checked,,,Management,Individual,Plaintiff
2047-16616-230,2047-16616,2047,2047-16616,Levin,Arnold,Arnold Levin,,126-Arnold Levin,Arnold Levin,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16616-231,2047-16616,2047,2047-16616,Herman,Russ,Russ Herman,,118-Russ M. Herman,Russ M. Herman,,,,SettlementAdministration,Individual,Plaintiff
2047-16616-232,2047-16616,2047,2047-16616,Meunier,Gerald,Gerald Meunier,,127-Gerald E. Meunier,Gerald E. Meunier,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16616-233,2047-16616,2047,2047-16616,Wimberly,Dorothy,Dorothy Wimberly,,149-Dorothy H. Wimberly,Dorothy H. Wimberly,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16616-234,2047-16616,2047,2047-16616,Bass,Hilarie,Hilarie Bass,,140-Hilarie Bass,Hilarie Bass,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16616-235,2047-16616,2047,2047-16616,Steckler,Bruce,Bruce Steckler,,131-Bruce W. Steckler,Bruce W. Steckler,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16616-236,2047-16616,2047,2047-16616,Glickstein,Steven,Steven Glickstein,,150-Steven J. Glickstein,Steven J. Glickstein,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16616-237,2047-16616,2047,2047-16616,Pipes,Minor,Minor Pipes,,151-Henry M. Pipes III,Henry M. Pipes III,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16781-238,2047-16781,2047,2047-16781,Herman,Russ,Russ Herman,,118-Russ M. Herman,Russ M. Herman,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16781-239,2047-16781,2047,2047-16781,Levin,Arnold,Arnold Levin,,126-Arnold Levin,Arnold Levin,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16781-240,2047-16781,2047,2047-16781,Lewis,Richard,Richard Lewis,,152-Richard S. Lewis,Richard S. Lewis,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16781-241,2047-16781,2047,2047-16781,Barrios,Dawn,Dawn Barrios,,120-Dawn M. Barrios,Dawn M. Barrios,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16782-242,2047-16782,2047,2047-16782,Levin,Arnold,Arnold Levin,,126-Arnold Levin,Arnold Levin,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16782-243,2047-16782,2047,2047-16782,Herman,Russ,Russ Herman,,118-Russ M. Herman,Russ M. Herman,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16782-244,2047-16782,2047,2047-16782,Meunier,Gerald,Gerald Meunier,,127-Gerald E. Meunier,Gerald E. Meunier,checked,,,SettlementAdministration,Individual,Plaintiff
2047-16782-245,2047-16782,2047,2047-16782,Wimberly,Dorothy,Dorothy Wimberly,,149-Dorothy H. Wimberly,Dorothy H. Wimberly,checked,,,SettlementAdministration,Individual,Plaintiff
2047-17177-246,2047-17177,2047,2047-17177,Mason,Gary,Gary Mason,Whitfield Bryson & Mason LLP,153-Gary E. Mason,Gary E. Mason,checked,,,"ClassCounsel,SettlementAdministration",Individual,Plaintiff
2047-17177-247,2047-17177,2047,2047-17177,Rhine,Joel,Joel Rhine,"Rhine Law Firm, P.C.,",154-Joel R. Rhine,Joel R. Rhine,checked,,,"ClassCounsel,SettlementAdministration",Individual,Plaintiff
2047-17177-248,2047-17177,2047,2047-17177,Linkhorst,Adam,Adam Linkhorst,Linkhorst & Hockin P.A.,155-Adam C. Linkhorst,Adam C. Linkhorst,checked,,,"ClassCounsel,SettlementAdministration",Individual,Plaintiff
2047-17177-249,2047-17177,2047,2047-17177,Weiss,Gregory,Gregory Weiss,"Mrachek, Fitzgerald, Rose, Konopka & Dow, P.A.",156-Gregory S. Weiss,Gregory S. Weiss,checked,,,"ClassCounsel,SettlementAdministration",Individual,Plaintiff
2047-17600-250,2047-17600,2047,2047-17600,Barrios,Dawn,Dawn Barrios,,120-Dawn M. Barrios,Dawn M. Barrios,checked,,,Management,Individual,Plaintiff
2047-17600-251,2047-17600,2047,2047-17600,Becnel,Daniel,Daniel Becnel,,121-Daniel E. Becnel Jr.,Daniel E. Becnel Jr.,checked,,,Management,Individual,Plaintiff
2047-17600-252,2047-17600,2047,2047-17600,Bryson,Daniel,Daniel Bryson,,157-Daniel K. Bryson,Daniel K. Bryson,checked,,,Management,Individual,Plaintiff
2047-17600-253,2047-17600,2047,2047-17600,Gonzalez,Ervin,Ervin Gonzalez,,123-Ervin A. Gonzalez,Ervin A. Gonzalez,checked,,,Management,Individual,Plaintiff
2047-17600-254,2047-17600,2047,2047-17600,Gordon,Ben,Ben Gordon,,124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,Management,Individual,Plaintiff
2047-17600-255,2047-17600,2047,2047-17600,Josefsberg,Robert,Robert Josefsberg,,158-Robert C. Josefsberg,Robert C. Josefsberg,checked,,,Management,Individual,Plaintiff
2047-17600-256,2047-17600,2047,2047-17600,Lambert,Hugh,Hugh Lambert,,125-Hugh P. Lambert,Hugh P. Lambert,checked,,,Management,Individual,Plaintiff
2047-17600-257,2047-17600,2047,2047-17600,Levin,Arnold,Arnold Levin,,126-Arnold Levin,Arnold Levin,checked,,,"Management,LeadCounsel",Individual,Plaintiff
2047-17600-258,2047-17600,2047,2047-17600,Meunier,Gerald,Gerald Meunier,,127-Gerald E. Meunier,Gerald E. Meunier,checked,,,Management,Individual,Plaintiff
2047-17600-259,2047-17600,2047,2047-17600,Parker,Jerrold,Jerrold Parker,,128-Jerrold S. Parker,Jerrold S. Parker,checked,,,Management,Individual,Plaintiff
2047-17600-260,2047-17600,2047,2047-17600,Reeves,James,James Reeves,,129-James R. Reeves,James R. Reeves,checked,,,Management,Individual,Plaintiff
2047-17600-261,2047-17600,2047,2047-17600,Seeger,Christopher,Christopher Seeger,,130-Christopher A. Seeger,Christopher A. Seeger,checked,,,Management,Individual,Plaintiff
2047-17600-262,2047-17600,2047,2047-17600,Serpe,Richard,Richard Serpe,,135-Richard J. Serpe,Richard J. Serpe,checked,,,Management,Individual,Plaintiff
2047-17600-263,2047-17600,2047,2047-17600,Steckler,Bruce,Bruce Steckler,,131-Bruce W. Steckler,Bruce W. Steckler,checked,,,Management,Individual,Plaintiff
2047-17600-264,2047-17600,2047,2047-17600,Weinstein,Scott,Scott Weinstein,,132-Scott W. Weinstein,Scott W. Weinstein,checked,,,Management,Individual,Plaintiff
2047-17600-265,2047-17600,2047,2047-17600,Diaz,Victor,Victor Diaz,,122-Victor M. Diaz Jr,Victor M. Diaz Jr,checked,,,Management,Individual,Plaintiff
2047-17600-266,2047-17600,2047,2047-17600,Herman,Russ,Russ Herman,,118-Russ M. Herman,Russ M. Herman,checked,,,Communications,Individual,Plaintiff
2047-18028-267,2047-18028,2047,2047-18028,Herman,Russ,Russ Herman,"Herman, Herman & Katz",118-Russ M. Herman,Russ M. Herman,checked,,,ClassCounsel,Individual,Plaintiff
2047-18028-268,2047-18028,2047,2047-18028,Levin,Arnold,Arnold Levin,"Levin, Fishbein, Sedran & Berman",126-Arnold Levin,Arnold Levin,checked,,,ClassCounsel,Individual,Plaintiff
2047-18782-269,2047-18782,2047,2047-18782,Barrios,Dawn,Dawn Barrios,,120-Dawn M. Barrios,Dawn M. Barrios,checked,,,Management,Individual,Plaintiff
2047-18782-270,2047-18782,2047,2047-18782,Becnel,Daniel,Daniel Becnel,,121-Daniel E. Becnel Jr.,Daniel E. Becnel Jr.,checked,,,Management,Individual,Plaintiff
2047-18782-271,2047-18782,2047,2047-18782,Bryson,Daniel,Daniel Bryson,,157-Daniel K. Bryson,Daniel K. Bryson,checked,,,Management,Individual,Plaintiff
2047-18782-272,2047-18782,2047,2047-18782,Gonzalez,Ervin,Ervin Gonzalez,,123-Ervin A. Gonzalez,Ervin A. Gonzalez,checked,,,Management,Individual,Plaintiff
2047-18782-273,2047-18782,2047,2047-18782,Gordon,Ben,Ben Gordon,,124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,Management,Individual,Plaintiff
2047-18782-274,2047-18782,2047,2047-18782,Josefsberg,Robert,Robert Josefsberg,,158-Robert C. Josefsberg,Robert C. Josefsberg,checked,,,Management,Individual,Plaintiff
2047-18782-275,2047-18782,2047,2047-18782,Lambert,Hugh,Hugh Lambert,,125-Hugh P. Lambert,Hugh P. Lambert,checked,,,Management,Individual,Plaintiff
2047-18782-276,2047-18782,2047,2047-18782,Levin,Arnold,Arnold Levin,,126-Arnold Levin,Arnold Levin,checked,,,"Management,LeadCounsel",Individual,Plaintiff
2047-18782-277,2047-18782,2047,2047-18782,Meunier,Gerald,Gerald Meunier,,127-Gerald E. Meunier,Gerald E. Meunier,checked,,,Management,Individual,Plaintiff
2047-18782-278,2047-18782,2047,2047-18782,Parker,Jerrold,Jerrold Parker,,128-Jerrold S. Parker,Jerrold S. Parker,checked,,,Management,Individual,Plaintiff
2047-18782-279,2047-18782,2047,2047-18782,Reeves,James,James Reeves,,129-James R. Reeves,James R. Reeves,checked,,,Management,Individual,Plaintiff
2047-18782-280,2047-18782,2047,2047-18782,Seeger,Christopher,Christopher Seeger,,130-Christopher A. Seeger,Christopher A. Seeger,checked,,,Management,Individual,Plaintiff
2047-18782-281,2047-18782,2047,2047-18782,Serpe,Richard,Richard Serpe,,135-Richard J. Serpe,Richard J. Serpe,checked,,,Management,Individual,Plaintiff
2047-18782-282,2047-18782,2047,2047-18782,Steckler,Bruce,Bruce Steckler,,131-Bruce W. Steckler,Bruce W. Steckler,checked,,,Management,Individual,Plaintiff
2047-18782-283,2047-18782,2047,2047-18782,Weinstein,Scott,Scott Weinstein,,132-Scott W. Weinstein,Scott W. Weinstein,checked,,,Management,Individual,Plaintiff
2047-18782-284,2047-18782,2047,2047-18782,Diaz,Victor,Victor Diaz,,122-Victor M. Diaz Jr,Victor M. Diaz Jr,checked,,,Management,Individual,Plaintiff
2047-18782-285,2047-18782,2047,2047-18782,Herman,Russ,Russ Herman,,118-Russ M. Herman,Russ M. Herman,checked,,,Management,Individual,Plaintiff
2047-19234-286,2047-19234,2047,2047-19234,Rosenberg,Harry,Harry Rosenberg,,159-Harry Rosenberg,Harry Rosenberg,checked,,,Communications,Individual,Defendant
